judg_2019_1,er_pm,1,the Penal Code,132,146,"This case is against two accused persons, Hanwell Ng'ambi and Owen Ntawali. They are both charged with murder contrary to S. 209 of the Penal Code on allegations of causing the death of Haswell Ng'ambi with malice afore thought on the night of 3rd to 4th July 2018 at Chiputula in the City of Mzuzu. Owen Mtawali is 17 years old and a child under the Child Care, Protection and Justice Act as read with the case of The State v. The Second Grade Magistrate 's Court (Thyolo) and Malawi Prion Service, Ex parte Stanford Kashuga, Misc. Civil Cause No. 129 of 2012 (Principal Registry) (unreported). He therefore has to be tried separately in accordance with S. 136 of the"
judg_2019_1,er_pm,1,"the Child Care, Protection and Justice Act",347,389,"This case is against two accused persons, Hanwell Ng'ambi and Owen Ntawali. They are both charged with murder contrary to S. 209 of the Penal Code on allegations of causing the death of Haswell Ng'ambi with malice afore thought on the night of 3rd to 4th July 2018 at Chiputula in the City of Mzuzu. Owen Mtawali is 17 years old and a child under the Child Care, Protection and Justice Act as read with the case of The State v. The Second Grade Magistrate 's Court (Thyolo) and Malawi Prion Service, Ex parte Stanford Kashuga, Misc. Civil Cause No. 129 of 2012 (Principal Registry) (unreported). He therefore has to be tried separately in accordance with S. 136 of the"
judg_2019_1,er_pm,2, Criminal Procedure and Evidence Code,354,391," The State opted to start with Hanwell Ng'ambi. He pleaded not guilty to the charge. The court heard evidence from Mr Humphreys Sing'ambi, Phales Kamwera, Clara Ng'ambi, George Mtawali and Detective Sub Inspector Aubrey Mwakhwawa in support of the allegation and the prosecution closed its case. This judgment is in accordance with Ss. 254 and 313 of the Criminal Procedure and Evidence Code which allow the court to deliver a judgment acquitting the accused if a case has not been made out sufficiently against the accused to require him to make a defence."
judg_2019_10,er_pm,1,section 42(2) (f),50,67,"This matter is before this court for review under section 42(2) (f) (viii) of the Constitution of the Republic of Malawi, under section 25 and 26 of the Courts Act, and under section 360 and 361 of the Criminal Procedure and Evidence Code."
judg_2019_10,er_pm,1,the Constitution of the Republic of Malawi,78,120,"This matter is before this court for review under section 42(2) (f) (viii) of the Constitution of the Republic of Malawi, under section 25 and 26 of the Courts Act, and under section 360 and 361 of the Criminal Procedure and Evidence Code."
judg_2019_10,er_pm,1,section 25 and 26 of,128,148,"This matter is before this court for review under section 42(2) (f) (viii) of the Constitution of the Republic of Malawi, under section 25 and 26 of the Courts Act, and under section 360 and 361 of the Criminal Procedure and Evidence Code."
judg_2019_10,er_pm,1,the Courts Act,149,163,"This matter is before this court for review under section 42(2) (f) (viii) of the Constitution of the Republic of Malawi, under section 25 and 26 of the Courts Act, and under section 360 and 361 of the Criminal Procedure and Evidence Code."
judg_2019_10,er_pm,1,section 360 and 361 of the Criminal Procedure and Evidence Code,175,238,"This matter is before this court for review under section 42(2) (f) (viii) of the Constitution of the Republic of Malawi, under section 25 and 26 of the Courts Act, and under section 360 and 361 of the Criminal Procedure and Evidence Code."
judg_2019_10,er_pm,2,section 235(a) of,344,361," The convicts, Jamson Chagomerana of Ntambalika village T/AKapeni, Blantyre district and Chikumbutso Madera of Gogodo village T/A Mabuka, Mulanje district appeared before the Blantyre Central First Grade Magistrate Court on the 29th March, 2018 charged with the offence of Acts intended to cause grievous harm to Felisha Mkandawire contrary to section 235(a) of the Penal Code. The particulars of the charge averred that the convicts on the evening of 15th March, 2018 at Ndirande Market in the district of Blantyre with intent to maim, disfigure or disable caused grievous harm to Felisha Mkandawire and unlawfully wounded the said Felisha Mkandawire. The convicts pleaded guilty and were subsequently convicted for causing grievous harm under section 235(a) of the Penal Code. Being dissatisfied with the conviction and sentence, the convicts move this court to review the propriety of the conviction and sentence. The grounds of review are as follows: 1. The lower court erred in law in convicting the convicts of an offence which they were not charged with and had not pleaded to. 2. There was no evidence before the lower court that the convicts had committed the offence of acts intended to cause grievous harm. 3. The trial was a nullity as the prosecutor was a sergeant and hence not authorised by law to prosecute criminal cases. Considering the first ground of review, there is nothing to show that the court convicted the Applicants of an offence other than the one they were charged with and pleaded to. The court record does not mention of any substitution of charge nor does it refer in any manner to any other charge so that we can say without doubt that another charge has been introduced. All this court finds to have happened is that the lower court quoted the wrong sentence for the offence in issue for reasons known to himself. May be the lower court misguided itself to believe that maximum sentence is 14 years imprisonment because section 238 of the Penal Code which is the most used offence for causing grievous harm, carries 14 years as maximum sentence. I do not"
judg_2019_10,er_pm,2,the Penal Code,362,376," The convicts, Jamson Chagomerana of Ntambalika village T/AKapeni, Blantyre district and Chikumbutso Madera of Gogodo village T/A Mabuka, Mulanje district appeared before the Blantyre Central First Grade Magistrate Court on the 29th March, 2018 charged with the offence of Acts intended to cause grievous harm to Felisha Mkandawire contrary to section 235(a) of the Penal Code. The particulars of the charge averred that the convicts on the evening of 15th March, 2018 at Ndirande Market in the district of Blantyre with intent to maim, disfigure or disable caused grievous harm to Felisha Mkandawire and unlawfully wounded the said Felisha Mkandawire. The convicts pleaded guilty and were subsequently convicted for causing grievous harm under section 235(a) of the Penal Code. Being dissatisfied with the conviction and sentence, the convicts move this court to review the propriety of the conviction and sentence. The grounds of review are as follows: 1. The lower court erred in law in convicting the convicts of an offence which they were not charged with and had not pleaded to. 2. There was no evidence before the lower court that the convicts had committed the offence of acts intended to cause grievous harm. 3. The trial was a nullity as the prosecutor was a sergeant and hence not authorised by law to prosecute criminal cases. Considering the first ground of review, there is nothing to show that the court convicted the Applicants of an offence other than the one they were charged with and pleaded to. The court record does not mention of any substitution of charge nor does it refer in any manner to any other charge so that we can say without doubt that another charge has been introduced. All this court finds to have happened is that the lower court quoted the wrong sentence for the offence in issue for reasons known to himself. May be the lower court misguided itself to believe that maximum sentence is 14 years imprisonment because section 238 of the Penal Code which is the most used offence for causing grievous harm, carries 14 years as maximum sentence. I do not"
