judg_2010_1,er_pm,2,"section 331, Penal Code",168,191," INTRODUCTION. The Appellant in this matter Lawrence Chibwana was convicted of the offence of bringing in property dishonestly acquired outside the country contrary to section 331, Penal Code. It was alleged that the Appellant on or about the 24th day of June, 2009 at Songwe Border post in Karonga brought into Malawi a Scania truck motor vehicle with chassis No 4594569and Engine NO 1 387254, 62 Fridges and 100 compressors, all valued at K2,491 ,OOO.OO."
judg_2010_1,er_pm,46,section 187(1) of the Criminal Procedure and Evidence Code,86,144, required by the criminal law is beyond a reasonable doubt. The relevant provision is section 187(1) of the Criminal Procedure and Evidence Code which provides.
judg_2010_1,er_pm,51,section 331 of the Penal Code,112,141, The charge against the Appellant was bringing in property dishonestly acquired outside the country contrary to section 331 of the Penal Code which provides as follows:
judg_2010_1,er_pm,82,section 328 (l) Penal Code,33,59,The word knowing in reference to section 328 (l) Penal Code meant that the accused had actual knowledge that the property was stolen such as
judg_2010_1,er_pm,86,Constitution,29,41,"Protected communication. Our Constitution guarantees the right to access information in section 37 of the Constitution subject to any restriction imposed by an Act of Parliament. Unless the information so sought is protected by an Act of Parliament, there should be no restriction to access information. One such Act is the Official Secrets Act (Cap 14:01) laws of Malawi. In section 4(1) of the Act it is provided that anyone having in his possession or control any secret, official"
judg_2010_1,er_pm,86,section 37 of the,88,105,"Protected communication. Our Constitution guarantees the right to access information in section 37 of the Constitution subject to any restriction imposed by an Act of Parliament. Unless the information so sought is protected by an Act of Parliament, there should be no restriction to access information. One such Act is the Official Secrets Act (Cap 14:01) laws of Malawi. In section 4(1) of the Act it is provided that anyone having in his possession or control any secret, official"
judg_2010_1,er_pm,86,Constitution,106,118,"Protected communication. Our Constitution guarantees the right to access information in section 37 of the Constitution subject to any restriction imposed by an Act of Parliament. Unless the information so sought is protected by an Act of Parliament, there should be no restriction to access information. One such Act is the Official Secrets Act (Cap 14:01) laws of Malawi. In section 4(1) of the Act it is provided that anyone having in his possession or control any secret, official"
judg_2010_1,er_pm,86,Act,313,316,"Protected communication. Our Constitution guarantees the right to access information in section 37 of the Constitution subject to any restriction imposed by an Act of Parliament. Unless the information so sought is protected by an Act of Parliament, there should be no restriction to access information. One such Act is the Official Secrets Act (Cap 14:01) laws of Malawi. In section 4(1) of the Act it is provided that anyone having in his possession or control any secret, official"
judg_2010_1,er_pm,86,the Official Secrets Act,320,344,"Protected communication. Our Constitution guarantees the right to access information in section 37 of the Constitution subject to any restriction imposed by an Act of Parliament. Unless the information so sought is protected by an Act of Parliament, there should be no restriction to access information. One such Act is the Official Secrets Act (Cap 14:01) laws of Malawi. In section 4(1) of the Act it is provided that anyone having in his possession or control any secret, official"
judg_2010_1,er_pm,86,section 4(1) of,376,391,"Protected communication. Our Constitution guarantees the right to access information in section 37 of the Constitution subject to any restriction imposed by an Act of Parliament. Unless the information so sought is protected by an Act of Parliament, there should be no restriction to access information. One such Act is the Official Secrets Act (Cap 14:01) laws of Malawi. In section 4(1) of the Act it is provided that anyone having in his possession or control any secret, official"
judg_2010_1,er_pm,86,Act,396,399,"Protected communication. Our Constitution guarantees the right to access information in section 37 of the Constitution subject to any restriction imposed by an Act of Parliament. Unless the information so sought is protected by an Act of Parliament, there should be no restriction to access information. One such Act is the Official Secrets Act (Cap 14:01) laws of Malawi. In section 4(1) of the Act it is provided that anyone having in his possession or control any secret, official"
judg_2010_1,er_pm,93,Freedom of Information Act 2000,115,146,"The lower court misdirected itself. The law that protected the Interpol document was a set of two UK legislations (Freedom of Information Act 2000 and the Data Protection Act 1998) which have no effect what so ever in Malawi as they are not statutes of general application. Only statutes which were in force in England on the eleventh day of August, 1902 and any such Acts as have been applied to or are from time to time in force in Malawi are statute of general application in Malawi."
judg_2010_1,er_pm,93,the Data Protection Act,151,174,"The lower court misdirected itself. The law that protected the Interpol document was a set of two UK legislations (Freedom of Information Act 2000 and the Data Protection Act 1998) which have no effect what so ever in Malawi as they are not statutes of general application. Only statutes which were in force in England on the eleventh day of August, 1902 and any such Acts as have been applied to or are from time to time in force in Malawi are statute of general application in Malawi."
judg_2010_1,er_pm,95,Section 356 Criminal Procedure and Evidence Code,42,90, allow this document and under which law? Section 356 Criminal Procedure and Evidence Code provides that:
judg_2010_10,er_pm,4,section 51 (l)(a)(b) as,96,119,The applicant is appearing in the Court below charged with Uttering Seditious Words contrary to section 51 (l)(a)(b) as read with section 50(1 of the Penal
judg_2010_10,er_pm,4,section 50(1 of,130,145,The applicant is appearing in the Court below charged with Uttering Seditious Words contrary to section 51 (l)(a)(b) as read with section 50(1 of the Penal
judg_2010_10,er_pm,5,Constitution,141,153," Code. Clearly there are problems with the hearing of the matter. The applicant feels that his right to a fair trial as guaranteed under our Constitution is being eroded. There are in his view problems with disclosures, witnesses and the charges preferred against him. He therefore approached this court asking it to review the proceedings and give whatever directions it thought fit for the future conduct of the matter. We gave such directions ex tempore on May 7, 2010. This is the written version thereof."
judg_2010_10,er_pm,6,the Courts Act,556,570,"JURISDICTON The first question we have to set straight before going into other substantive issues raised by the applicant is whether the application is properly before this court. As we understand the law, there is no appeal from the subordinate court to the superior benches unless on a final decision of the former. We say this to emphasize the point that this matter in so far as we are concerned should not be and is not an appeal against whatever has happened in the trial court. Having said that I think we should also emphasize the point that under the Courts Act [section 26] and also the Criminal Procedure and Evidence Code [CP&EC] the High Court has supervisory powers over subordinate courts. This application therefore was made and received pursuant to those supervisory powers as opposed to being an appeal as properly understood. Whatever we are going to say and do will be in our supervisory capacity over criminal trials in subordinate courts. Having said that, I think we should also reiterate that sitting in this supervisory capacity we should guard against doing that which courts normally do on appeal namely to reverse or review decisions made by the trial courts. If we did that, we would be doing exactly what we have said we should not do that is treating this matter, via the back door, as an appeal when it is not."
judg_2010_10,er_pm,6,section 26] and,572,587,"JURISDICTON The first question we have to set straight before going into other substantive issues raised by the applicant is whether the application is properly before this court. As we understand the law, there is no appeal from the subordinate court to the superior benches unless on a final decision of the former. We say this to emphasize the point that this matter in so far as we are concerned should not be and is not an appeal against whatever has happened in the trial court. Having said that I think we should also emphasize the point that under the Courts Act [section 26] and also the Criminal Procedure and Evidence Code [CP&EC] the High Court has supervisory powers over subordinate courts. This application therefore was made and received pursuant to those supervisory powers as opposed to being an appeal as properly understood. Whatever we are going to say and do will be in our supervisory capacity over criminal trials in subordinate courts. Having said that, I think we should also reiterate that sitting in this supervisory capacity we should guard against doing that which courts normally do on appeal namely to reverse or review decisions made by the trial courts. If we did that, we would be doing exactly what we have said we should not do that is treating this matter, via the back door, as an appeal when it is not."
judg_2010_10,er_pm,6, Criminal Procedure and Evidence Code,596,633,"JURISDICTON The first question we have to set straight before going into other substantive issues raised by the applicant is whether the application is properly before this court. As we understand the law, there is no appeal from the subordinate court to the superior benches unless on a final decision of the former. We say this to emphasize the point that this matter in so far as we are concerned should not be and is not an appeal against whatever has happened in the trial court. Having said that I think we should also emphasize the point that under the Courts Act [section 26] and also the Criminal Procedure and Evidence Code [CP&EC] the High Court has supervisory powers over subordinate courts. This application therefore was made and received pursuant to those supervisory powers as opposed to being an appeal as properly understood. Whatever we are going to say and do will be in our supervisory capacity over criminal trials in subordinate courts. Having said that, I think we should also reiterate that sitting in this supervisory capacity we should guard against doing that which courts normally do on appeal namely to reverse or review decisions made by the trial courts. If we did that, we would be doing exactly what we have said we should not do that is treating this matter, via the back door, as an appeal when it is not."
judg_2010_10,er_pm,6,CP&EC],635,641,"JURISDICTON The first question we have to set straight before going into other substantive issues raised by the applicant is whether the application is properly before this court. As we understand the law, there is no appeal from the subordinate court to the superior benches unless on a final decision of the former. We say this to emphasize the point that this matter in so far as we are concerned should not be and is not an appeal against whatever has happened in the trial court. Having said that I think we should also emphasize the point that under the Courts Act [section 26] and also the Criminal Procedure and Evidence Code [CP&EC] the High Court has supervisory powers over subordinate courts. This application therefore was made and received pursuant to those supervisory powers as opposed to being an appeal as properly understood. Whatever we are going to say and do will be in our supervisory capacity over criminal trials in subordinate courts. Having said that, I think we should also reiterate that sitting in this supervisory capacity we should guard against doing that which courts normally do on appeal namely to reverse or review decisions made by the trial courts. If we did that, we would be doing exactly what we have said we should not do that is treating this matter, via the back door, as an appeal when it is not."
judg_2010_10,er_pm,14,Section 42(2)(f) of,30,49,"Impartiality And Independence Section 42(2)(f) of our Constitution entitled an accused to trial only before an impartial and independent court. Courts should, to borrow words from elsewhere, not only be impartial and independent they should be seen to be such. It is important therefore that the courts as much as possible keep their distance from the proceedings before them. We have above alluded to the tendency in this jurisdiction to treat criminal prosecutions as some kind of war. And if it is war which parties want prosecutions to be the courts can only be arbitrators or referees. Unlike the modern football referee this court thinks courts should keep some distance between them and the matter they are hearing. If they do not there is always the danger that the dust and noise generated by war will get into its ears and eyes and affect whatever decision it"
judg_2010_10,er_pm,14,Constitution,54,66,"Impartiality And Independence Section 42(2)(f) of our Constitution entitled an accused to trial only before an impartial and independent court. Courts should, to borrow words from elsewhere, not only be impartial and independent they should be seen to be such. It is important therefore that the courts as much as possible keep their distance from the proceedings before them. We have above alluded to the tendency in this jurisdiction to treat criminal prosecutions as some kind of war. And if it is war which parties want prosecutions to be the courts can only be arbitrators or referees. Unlike the modern football referee this court thinks courts should keep some distance between them and the matter they are hearing. If they do not there is always the danger that the dust and noise generated by war will get into its ears and eyes and affect whatever decision it"
judg_2010_10,er_pm,15,Section 195 of the CP&EC,24,48," Summoning of Witnesses Section 195 of the CP&EC empowers any police officer of or above the rank of Assistant Superintendent or any magistrate dealing with a case, or the High Court Registrar to issue a summons to any person requiring his attendance before the court as a witness. If the witness fails without good excuse to appear in answer to such summons the court may issue a warrant for his arrest."
judg_2010_10,er_pm,16,section 197 of the,6,24,Under section 197 of the CPEtEC a court is also allowed to issue a warrant for the arrest of a witness if satisfied by evidence on oath that such witness will not attend unless compelled to do so. Under section 202 of the CPEtEC a witness other than the accused who inter alia refuses to be sworn or to answer any question put to him may be treated as a refractory witness. The court is empowered as result thereof to commit such witness to prison for a period of up to eight days. Under section 230 of the CPEtEC the court may allow the prosecution on application to treat its own witness as a hostile witness and put to him questions normally put in cross-examination.
judg_2010_10,er_pm,16,section 202 of the,203,221,Under section 197 of the CPEtEC a court is also allowed to issue a warrant for the arrest of a witness if satisfied by evidence on oath that such witness will not attend unless compelled to do so. Under section 202 of the CPEtEC a witness other than the accused who inter alia refuses to be sworn or to answer any question put to him may be treated as a refractory witness. The court is empowered as result thereof to commit such witness to prison for a period of up to eight days. Under section 230 of the CPEtEC the court may allow the prosecution on application to treat its own witness as a hostile witness and put to him questions normally put in cross-examination.
judg_2010_10,er_pm,16,section 230 of the,488,506,Under section 197 of the CPEtEC a court is also allowed to issue a warrant for the arrest of a witness if satisfied by evidence on oath that such witness will not attend unless compelled to do so. Under section 202 of the CPEtEC a witness other than the accused who inter alia refuses to be sworn or to answer any question put to him may be treated as a refractory witness. The court is empowered as result thereof to commit such witness to prison for a period of up to eight days. Under section 230 of the CPEtEC the court may allow the prosecution on application to treat its own witness as a hostile witness and put to him questions normally put in cross-examination.
judg_2010_10,er_pm,21,section under which,247,266,Drafting Of Charges If we might go back to the basics the charge sheet should indicate not just the law under which the accused is charged but exactly what conduct is complained about. In the instant case we think there is a problem regarding the section under which the applicant is charged. Section 50(1)(a) defines a seditious intent. Section 51 (1) creates seditious offences. Paragraph (a) creates offences in relation to acts. Paragraph (b) creates offences in relation to words. Considering that the statement of offence talks of the applicant uttering seditious words it is clear that paragraph (a) is most likely out of There is also a problem about exactly what conduct of the applicant is complained of. Such is the problem's extent the charge against the applicant
