judg_2011_1,spacy,1,section 309,"{'start': 83, 'end': 94, 'label': 'LAW'}"
judg_2011_1,spacy,1,Penal Code on,"{'start': 95, 'end': 108, 'label': 'LAW'}"
judg_2011_1,spacy,1,section 278 Penal Code,"{'start': 145, 'end': 167, 'label': 'LAW'}"
judg_2011_1,spacy,35,the Penal Code,"{'start': 45, 'end': 59, 'label': 'LAW'}"
judg_2011_1,er_pm,1,section 309 Penal Code,"{'start': 83, 'end': 105, 'label': 'LAW'}"
judg_2011_1,er_pm,1,section 278 Penal Code,"{'start': 145, 'end': 167, 'label': 'LAW'}"
judg_2011_1,er_pm,30,section 187(1) of,"{'start': 236, 'end': 253, 'label': 'LAW'}"
judg_2011_1,er_pm,35,Section and Law,"{'start': 0, 'end': 15, 'label': 'LAW'}"
judg_2011_1,er_pm,35,section is 309 of,"{'start': 27, 'end': 44, 'label': 'LAW'}"
judg_2011_1,er_pm,1, Penal Code,"{'start': 94, 'end': 105, 'label': 'LAWNAME'}"
judg_2011_1,er_pm,1, Penal Code,"{'start': 156, 'end': 167, 'label': 'LAWNAME'}"
judg_2011_1,er_pm,30, Criminal Procedure and Evidence Code,"{'start': 257, 'end': 294, 'label': 'LAWNAME'}"
judg_2011_1,er_pm,35, Penal Code,"{'start': 48, 'end': 59, 'label': 'LAWNAME'}"
judg_2011_11,spacy,1,the Penal Code,"{'start': 162, 'end': 176, 'label': 'LAW'}"
judg_2011_11,spacy,26,Law Section 278,"{'start': 20, 'end': 35, 'label': 'LAW'}"
judg_2011_11,spacy,26,the Penal Code,"{'start': 39, 'end': 53, 'label': 'LAW'}"
judg_2011_11,spacy,28,the Penal Code,"{'start': 18, 'end': 32, 'label': 'LAW'}"
judg_2011_11,spacy,29,section 278,"{'start': 155, 'end': 166, 'label': 'LAW'}"
judg_2011_11,spacy,29,Penal Code,"{'start': 167, 'end': 177, 'label': 'LAW'}"
judg_2011_11,er_pm,1,section 286 (1) of,"{'start': 143, 'end': 161, 'label': 'LAW'}"
judg_2011_11,er_pm,21,section 187(1) of,"{'start': 298, 'end': 315, 'label': 'LAW'}"
judg_2011_11,er_pm,26,Section and Law,"{'start': 8, 'end': 23, 'label': 'LAW'}"
judg_2011_11,er_pm,26,Section 278 of the,"{'start': 24, 'end': 42, 'label': 'LAW'}"
judg_2011_11,er_pm,28,Section 286(1) of,"{'start': 0, 'end': 17, 'label': 'LAW'}"
judg_2011_11,er_pm,29,section 278 Penal Code,"{'start': 155, 'end': 177, 'label': 'LAW'}"
judg_2011_11,er_pm,1, Penal Code,"{'start': 165, 'end': 176, 'label': 'LAWNAME'}"
judg_2011_11,er_pm,21, Criminal Procedure and Evidence Code,"{'start': 319, 'end': 356, 'label': 'LAWNAME'}"
judg_2011_11,er_pm,26, Penal Code,"{'start': 42, 'end': 53, 'label': 'LAWNAME'}"
judg_2011_11,er_pm,28, Penal Code,"{'start': 21, 'end': 32, 'label': 'LAWNAME'}"
judg_2011_11,er_pm,29, Penal Code,"{'start': 166, 'end': 177, 'label': 'LAWNAME'}"
judg_2011_12,spacy,2,section 209,"{'start': 95, 'end': 106, 'label': 'LAW'}"
judg_2011_12,spacy,2,the Penal Code,"{'start': 110, 'end': 124, 'label': 'LAW'}"
judg_2011_12,spacy,61,Section 209,"{'start': 41, 'end': 52, 'label': 'LAW'}"
